filename,width,height,class,xmin,ymin,xmax,ymax
resized_IMG_5225.jpg,450,600,1,112.64881,258.92856,150.59525,284.0774
resized_IMG_5225.jpg,450,600,1,152.9762,259.2262,183.03572,284.67264
resized_IMG_5225.jpg,450,600,1,184.67262,258.92856,217.1131,283.3333
resized_IMG_5225.jpg,450,600,1,219.0476,256.54764,251.4881,281.1012
resized_IMG_5225.jpg,450,600,1,252.82738,256.54764,280.9524,277.82736
resized_IMG_5219.jpg,450,600,1,168.8988,376.04166,193.6012,395.2381
resized_IMG_5219.jpg,450,600,1,194.94048,376.3393,216.81548,395.8333
resized_IMG_5219.jpg,450,600,1,218.45238,378.5714,242.26189,397.76785
resized_IMG_5219.jpg,450,600,1,243.6012,378.5714,269.3452,397.76785
resized_IMG_5219.jpg,450,600,1,269.0476,380.9524,291.51785,398.80954
resized_IMG_5218.jpg,800,600,1,158.53175,455.55557,199.60318,484.12698
resized_IMG_5218.jpg,800,600,1,201.7857,456.74603,238.29364,484.52383
resized_IMG_5218.jpg,800,600,1,237.10318,454.16666,277.97617,483.73016
resized_IMG_5218.jpg,800,600,1,280.15872,453.1746,319.84128,483.33334
resized_IMG_5218.jpg,800,600,1,323.01587,453.76984,352.97617,480.55554
resized_IMG_5220.jpg,450,600,1,270.83334,324.8512,306.1012,357.5893
resized_IMG_5220.jpg,450,600,1,242.4107,297.61905,282.29166,332.44046
resized_IMG_5220.jpg,450,600,1,223.21428,262.7976,258.9286,298.95834
resized_IMG_5220.jpg,450,600,1,203.27382,234.2262,236.45834,271.7262
resized_IMG_5220.jpg,450,600,1,177.23213,196.875,217.2619,238.9881
resized_IMG_5221.jpg,800,600,1,320.4365,434.7222,360.11905,470.4365
resized_IMG_5221.jpg,800,600,1,354.36508,457.14285,391.26984,488.09525
resized_IMG_5221.jpg,800,600,1,388.29364,470.03967,423.6111,502.57938
resized_IMG_5221.jpg,800,600,1,421.23016,486.30954,456.15076,520.2381
resized_IMG_5221.jpg,800,600,1,457.5397,500.79364,491.0714,530.9524
resized_IMG_5222.jpg,800,600,1,75.19841,335.91272,127.57937,378.37302
resized_IMG_5222.jpg,800,600,1,125.99206,354.96033,170.43651,394.64285
resized_IMG_5222.jpg,800,600,1,170.03967,366.46826,216.66667,410.91272
resized_IMG_5222.jpg,800,600,1,212.30159,385.7143,260.91272,426.78574
resized_IMG_5222.jpg,800,600,1,264.88095,400.79367,305.35715,438.29367
resized_IMG_5210.jpg,450,600,1,126.190475,320.6845,164.73215,351.48807
resized_IMG_5210.jpg,450,600,1,167.55952,324.4048,202.23215,352.08334
resized_IMG_5210.jpg,450,600,1,203.86905,323.95834,237.5,351.48807
resized_IMG_5210.jpg,450,600,1,241.96428,323.36307,277.8274,350.89285
resized_IMG_5210.jpg,450,600,1,281.69644,323.36307,310.26785,349.85117
resized_IMG_5211.jpg,450,600,1,180.35713,276.6369,203.72025,295.0893
resized_IMG_5211.jpg,450,600,1,205.80357,276.7857,227.82738,294.64285
resized_IMG_5211.jpg,450,600,1,228.72025,277.38095,250.00002,293.6012
resized_IMG_5211.jpg,450,600,1,252.38095,276.9345,276.04166,292.85715
resized_IMG_5211.jpg,450,600,1,276.33926,276.3393,295.2381,292.2619
resized_IMG_5215.jpg,450,600,1,112.94643,324.7024,148.95833,354.1667
resized_IMG_5215.jpg,450,600,1,151.93452,327.08334,185.7143,352.23215
resized_IMG_5215.jpg,450,600,1,186.0119,325.74405,220.0893,351.48807
resized_IMG_5215.jpg,450,600,1,223.66072,325.74405,260.11905,352.5298
resized_IMG_5215.jpg,450,600,1,261.45834,326.7857,293.8988,351.48807
resized_IMG_5214.jpg,450,600,1,130.50595,358.77975,163.54167,386.3095
resized_IMG_5214.jpg,450,600,1,166.51785,359.8214,194.64285,382.8869
resized_IMG_5214.jpg,450,600,1,196.875,360.41666,227.08333,383.33334
resized_IMG_5214.jpg,450,600,1,229.6131,360.41666,262.3512,384.5238
resized_IMG_5214.jpg,450,600,1,264.73215,361.75598,293.8988,385.26785
